  5  4       -38
 STEP TIME TOTE TOTK ENER
 EP-K TEMP BOND ANGL DIHE
 IMPR VDW  ELEC HBON HARM
 DMC  RGY 
    -245801.7227       5768.1964       1039.8407          0.0000          0.0000
          0.0000        776.0462      -5347.0665          0.0000          0.0000
          0.0000          0.0000
             593          0.5930    -214240.3218      15775.4325    -230015.7543
    -245791.1868       5764.1932       1041.8437          0.0000          0.0000
          0.0000        778.7871      -5348.1511          0.0000          0.0000
          0.0000          0.0000
             594          0.5940    -214232.2629      15784.5609    -230016.8238
    -245801.3847       5767.4494       1040.5345          0.0000          0.0000
          0.0000        781.6180      -5346.6113          0.0000          0.0000
          0.0000          0.0000
             595          0.5950    -214225.8629      15791.1344    -230016.9973
    -245808.1317       5769.8358       1036.9072          0.0000          0.0000
          0.0000        784.5598      -5341.9802          0.0000          0.0000
          0.0000          0.0000
             596          0.5960    -214210.1254      15806.3930    -230016.5184
    -245822.9113       5775.4671       1033.4350          0.0000          0.0000
          0.0000        787.5039      -5336.8336          0.0000          0.0000
          0.0000          0.0000
             597          0.5970    -214192.1609      15824.9024    -230017.0632
    -245841.9656       5782.2259       1032.5821          0.0000          0.0000
          0.0000        790.5095      -5335.3116          0.0000          0.0000
          0.0000          0.0000
             598          0.5980    -214181.8479      15837.1167    -230018.9646
    -245856.0813       5786.7141       1035.0452          0.0000          0.0000
          0.0000        793.5848      -5338.5527          0.0000          0.0000
          0.0000          0.0000
             599          0.5990    -214162.5120      15859.3865    -230021.8985
    -245881.2850       5794.8353       1040.6920          0.0000          0.0000
          0.0000        796.6353      -5345.9449          0.0000          0.0000
          0.0000          0.0000
             600          0.6000    -214153.2556      15872.1209    -230025.3764
    -245897.4973       5799.4877       1046.1531          0.0000          0.0000
          0.0000        800.0408      -5354.1223          0.0000          0.0000
          0.0000          0.0000
             601          0.6010    -214157.1142      15873.1245    -230030.2387
    -245903.3632       5799.8540       1048.6569          0.0000          0.0000
          0.0000        803.3222      -5360.6341          0.0000          0.0000
          0.0000          0.0000
             602          0.6020    -214160.9768      15874.5479    -230035.5247
    -245910.0726       5800.3431       1046.5745          0.0000          0.0000
          0.0000        806.7381      -5363.1443          0.0000          0.0000
          0.0000          0.0000
             603          0.6030    -214141.8456      15898.9575    -230040.8031
    -245939.7607       5809.2837       1045.6910          0.0000          0.0000
          0.0000        810.3093      -5367.0397          0.0000          0.0000
          0.0000          0.0000
             604          0.6040    -214131.6063      15915.0347    -230046.6410
    -245961.6757       5815.1648       1049.2650          0.0000          0.0000
          0.0000        814.0212      -5376.1250          0.0000          0.0000
          0.0000          0.0000
             605          0.6050    -214127.0981      15925.3274    -230052.4255
    -245977.7528       5818.9541       1057.7688          0.0000          0.0000
          0.0000        817.5815      -5389.9051          0.0000          0.0000
          0.0000          0.0000
             606          0.6060    -214119.2435      15938.9509    -230058.1944
    -245997.1453       5823.9344       1067.0428          0.0000          0.0000
          0.0000        820.8856      -5404.2033          0.0000          0.0000
          0.0000          0.0000
             607          0.6070    -214141.1412      15922.3028    -230063.4440
    -245985.7468       5817.8540       1071.4579          0.0000          0.0000
          0.0000        823.9656      -5413.0068          0.0000          0.0000
          0.0000          0.0000
             608          0.6080    -214162.6217      15906.3076    -230068.9292
    -245975.2368       5811.9893       1069.7305          0.0000          0.0000
          0.0000        826.8068      -5415.6086          0.0000          0.0000
          0.0000          0.0000
             609          0.6090    -214159.8253      15913.9938    -230073.8191
    -245987.8129       5814.7505       1065.7887          0.0000          0.0000
          0.0000        829.9683      -5415.7354          0.0000          0.0000
          0.0000          0.0000
             610          0.6100    -214142.9834      15935.7489    -230078.7323
    -246014.4812       5822.7596       1065.1861          0.0000          0.0000
          0.0000        832.9263      -5419.0740          0.0000          0.0000
          0.0000          0.0000
             611          0.6110    -214128.9575      15954.7369    -230083.6944
    -246038.4313       5829.6947       1070.3319          0.0000          0.0000
          0.0000        835.5557      -5428.0068          0.0000          0.0000
          0.0000          0.0000
             612          0.6120    -214143.5777      15945.1733    -230088.7510
    -246033.9244       5826.1582       1079.7321          0.0000          0.0000
          0.0000        838.3664      -5441.5036          0.0000          0.0000
          0.0000          0.0000
             613          0.6130    -214160.9010      15932.4765    -230093.3775
    -246025.8540       5821.5971       1088.3596          0.0000          0.0000
          0.0000        840.9720      -5453.6072          0.0000          0.0000
          0.0000          0.0000
             614          0.6140    -214140.3590      15958.6555    -230099.0145
    -246057.6701       5831.1521       1090.1412          0.0000          0.0000
          0.0000        843.0527      -5459.3446          0.0000          0.0000
          0.0000          0.0000
             615          0.6150    -214125.9304      15979.2536    -230105.1841
    -246084.4377       5838.6084       1085.8708          0.0000          0.0000
          0.0000        844.5090      -5459.0423          0.0000          0.0000
          0.0000          0.0000
             616          0.6160    -214152.8688      15958.2468    -230111.1156
    -246069.3624       5830.9564       1082.8034          0.0000          0.0000
          0.0000        845.9990      -5459.9013          0.0000          0.0000
          0.0000          0.0000
             617          0.6170    -214161.6711      15955.6777    -230117.3488
    -246073.0264       5830.0283       1086.1209          0.0000          0.0000
          0.0000        847.4144      -5467.3493          0.0000          0.0000
          0.0000          0.0000
             618          0.6180    -214134.4785      15989.5258    -230124.0044
    -246113.5302       5842.3924       1094.2676          0.0000          0.0000
          0.0000        848.4512      -5479.6568          0.0000          0.0000
          0.0000          0.0000
             619          0.6190    -214111.0956      16019.8260    -230130.9216
    -246150.7476       5853.5063       1101.8408          0.0000          0.0000
          0.0000        848.8636      -5491.0425          0.0000          0.0000
          0.0000          0.0000
             620          0.6200    -214099.8480      16038.0179    -230137.8659
    -246175.8838       5860.1787       1103.6789          0.0000          0.0000
          0.0000        848.8945      -5496.3620          0.0000          0.0000
          0.0000          0.0000
             621          0.6210    -214084.6800      16060.6846    -230145.3646
    -246206.0492       5868.3955       1098.9359          0.0000          0.0000
          0.0000        848.9545      -5495.7131          0.0000          0.0000
          0.0000          0.0000
             622          0.6220    -214074.5563      16078.2745    -230152.8308
    -246231.1053       5874.7927       1093.4197          0.0000          0.0000
          0.0000        848.7258      -5494.0187          0.0000          0.0000
          0.0000          0.0000
             623          0.6230    -214078.0310      16081.9565    -230159.9875
    -246241.9440       5876.1924       1092.8259          0.0000          0.0000
          0.0000        848.5394      -5497.0089          0.0000          0.0000
          0.0000          0.0000
             624          0.6240    -214088.9625      16078.6431    -230167.6057
    -246246.2488       5874.9731       1096.3811          0.0000          0.0000
          0.0000        847.9907      -5504.2285          0.0000          0.0000
          0.0000          0.0000
             625          0.6250    -214116.0362      16059.2448    -230175.2810
    -246234.5258       5867.8631       1101.1481          0.0000          0.0000
          0.0000        847.3427      -5512.6736          0.0000          0.0000
          0.0000          0.0000
             626          0.6260    -214142.4253      16039.8917    -230182.3170
    -246222.2087       5860.8109       1101.9919          0.0000          0.0000
          0.0000        846.7587      -5516.6715          0.0000          0.0000
          0.0000          0.0000
             627          0.6270    -214148.5790      16040.3433    -230188.9223
    -246229.2657       5860.9602       1098.9232          0.0000          0.0000
          0.0000        846.4434      -5516.6601          0.0000          0.0000
          0.0000          0.0000
             628          0.6280    -214156.9348      16037.6516    -230194.5864
    -246232.2379       5859.9451       1093.6590          0.0000          0.0000
          0.0000        846.6012      -5514.0465          0.0000          0.0000
          0.0000          0.0000
             629          0.6290    -214162.3731      16037.0924    -230199.4655
    -246236.5579       5859.8062       1090.3107          0.0000          0.0000
          0.0000        846.3898      -5512.2714          0.0000          0.0000
          0.0000          0.0000
             630          0.6300    -214158.6328      16045.6444    -230204.2772
    -246249.9216       5862.9275       1090.6620          0.0000          0.0000
          0.0000        846.1885      -5514.1787          0.0000          0.0000
          0.0000          0.0000
             631          0.6310    -214169.6511      16038.3771    -230208.0282
    -246246.4053       5860.2022       1093.9160          0.0000          0.0000
          0.0000        845.5799      -5517.6160          0.0000          0.0000
          0.0000          0.0000
             632          0.6320    -214195.8239      16014.1337    -230209.9576
    -246224.0913       5851.4106       1096.1401          0.0000          0.0000
          0.0000        844.8921      -5518.1916          0.0000          0.0000
          0.0000          0.0000
             633          0.6330    -214204.9101      16006.7837    -230211.6939
    -246218.4776       5848.7369       1094.1209          0.0000          0.0000
          0.0000        843.9142      -5514.0695          0.0000          0.0000
          0.0000          0.0000
             634          0.6340    -214197.2649      16016.2001    -230213.4650
    -246229.6650       5852.1511       1088.8154          0.0000          0.0000
          0.0000        842.9655      -5506.7444          0.0000          0.0000
          0.0000          0.0000
             635          0.6350    -214200.2540      16014.5011    -230214.7551
    -246229.2562       5851.5332       1083.3562          0.0000          0.0000
          0.0000        842.0066      -5498.8429          0.0000          0.0000
          0.0000          0.0000
             636          0.6360    -214199.7682      16016.2502    -230216.0185
    -246232.2687       5852.1133       1081.9497          0.0000          0.0000
          0.0000        841.0153      -5495.0124          0.0000          0.0000
          0.0000          0.0000
             637          0.6370    -214194.6173      16022.0181    -230216.6354
    -246238.6534       5854.2537       1085.3458          0.0000          0.0000
          0.0000        840.5352      -5495.8952          0.0000          0.0000
          0.0000          0.0000
             638          0.6380    -214207.3766      16010.4033    -230217.7799
    -246228.1831       5850.0329       1088.8449          0.0000          0.0000
          0.0000        840.2597      -5497.5456          0.0000          0.0000
          0.0000          0.0000
             639          0.6390    -214213.1768      16006.2666    -230219.4434
    -246225.7100       5848.5300       1089.6877          0.0000          0.0000
          0.0000        840.4018      -5497.4114          0.0000          0.0000
          0.0000          0.0000
             640          0.6400    -214199.4239      16022.4744    -230221.8983
    -246244.3727       5854.4448       1087.6280          0.0000          0.0000
          0.0000        840.6547      -5495.2265          0.0000          0.0000
          0.0000          0.0000
             641          0.6410    -214185.1871      16039.6768    -230224.8638
    -246264.5406       5860.6401       1084.7309          0.0000          0.0000
          0.0000        840.5048      -5492.3965          0.0000          0.0000
          0.0000          0.0000
             642          0.6420    -214178.1293      16049.2537    -230227.3830
    -246276.6367       5864.1791       1084.3451          0.0000          0.0000
          0.0000        840.4521      -5491.6843          0.0000          0.0000
          0.0000          0.0000
             643          0.6430    -214166.0277      16063.5799    -230229.6076
    -246293.1875       5869.4592       1087.4804          0.0000          0.0000
          0.0000        840.6447      -5494.4798          0.0000          0.0000
          0.0000          0.0000
             644          0.6440    -214153.3704      16078.8301    -230232.2005
    -246311.0306       5875.0363       1090.8842          0.0000          0.0000
          0.0000        840.9921      -5498.1357          0.0000          0.0000
          0.0000          0.0000
             645          0.6450    -214156.3752      16078.8535    -230235.2286
    -246314.0821       5875.0699       1092.0387          0.0000          0.0000
          0.0000        840.9471      -5499.5837          0.0000          0.0000
          0.0000          0.0000
             646          0.6460    -214143.6686      16094.4872    -230238.1558
    -246332.6429       5880.7480       1089.4078          0.0000          0.0000
          0.0000        841.0717      -5497.4193          0.0000          0.0000
          0.0000          0.0000
             647          0.6470    -214136.1368      16105.0709    -230241.2076
    -246346.2785       5884.5974       1086.7365          0.0000          0.0000
          0.0000        841.1919      -5495.3148          0.0000          0.0000
          0.0000          0.0000
             648          0.6480    -214138.2438      16105.9402    -230244.1839
    -246350.1241       5884.9125       1086.0429          0.0000          0.0000
          0.0000        841.3875      -5495.2482          0.0000          0.0000
          0.0000          0.0000
             649          0.6490    -214128.0030      16119.8011    -230247.8041
    -246367.6053       5889.9781       1088.0126          0.0000          0.0000
          0.0000        841.5969      -5498.4826          0.0000          0.0000
          0.0000          0.0000
             650          0.6500    -214122.4551      16128.8770    -230251.3321
    -246380.2092       5893.3082       1091.7939          0.0000          0.0000
          0.0000        842.1094      -5503.6774          0.0000          0.0000
          0.0000          0.0000
             651          0.6510    -214116.0346      16138.5904    -230254.6250
    -246393.2154       5896.8556       1093.2752          0.0000          0.0000
          0.0000        842.8173      -5506.5386          0.0000          0.0000
          0.0000          0.0000
             652          0.6520    -214119.3717      16137.5667    -230256.9384
    -246394.5051       5896.5182       1091.7951          0.0000          0.0000
          0.0000        843.9929      -5505.9777          0.0000          0.0000
          0.0000          0.0000
             653          0.6530    -214127.5330      16131.6769    -230259.2099
    -246390.8869       5894.3364       1087.3831          0.0000          0.0000
          0.0000        844.7478      -5502.0710          0.0000          0.0000
          0.0000          0.0000
             654          0.6540    -214112.2346      16148.4153    -230260.6499
    -246409.0652       5900.4396       1084.9883          0.0000          0.0000
          0.0000        845.3785      -5499.2216          0.0000          0.0000
          0.0000          0.0000
             655          0.6550    -214106.2548      16155.1063    -230261.3611
    -246416.4673       5902.8984       1085.9200          0.0000          0.0000
          0.0000        845.8317      -5498.7873          0.0000          0.0000
          0.0000          0.0000
             656          0.6560    -214114.8218      16147.0174    -230261.8391
    -246408.8565       5899.9135       1087.9763          0.0000          0.0000
          0.0000        846.0767      -5499.0872          0.0000          0.0000
          0.0000          0.0000
             657          0.6570    -214101.3886      16160.9062    -230262.2948
    -246423.2009       5905.0166       1088.5239          0.0000          0.0000
          0.0000        846.0035      -5497.5614          0.0000          0.0000
          0.0000          0.0000
             658          0.6580    -214078.5112      16184.6617    -230263.1729
    -246447.8347       5913.6863       1084.3917          0.0000          0.0000
          0.0000        845.8438      -5491.8699          0.0000          0.0000
          0.0000          0.0000
             659          0.6590    -214071.9173      16192.2845    -230264.2018
    -246456.4863       5916.4966       1078.2063          0.0000          0.0000
          0.0000        845.6173      -5484.2230          0.0000          0.0000
          0.0000          0.0000
             660          0.6600    -214090.7118      16174.4310    -230265.1429
    -246439.5739       5910.0067       1073.4994          0.0000          0.0000
          0.0000        845.3283      -5477.9136          0.0000          0.0000
          0.0000          0.0000
             661          0.6610    -214102.9844      16164.6710    -230267.6554
    -246432.3263       5906.3613       1074.0294          0.0000          0.0000
          0.0000        844.9830      -5478.4786          0.0000          0.0000
          0.0000          0.0000
             662          0.6620    -214087.0594      16183.9963    -230271.0557
    -246455.0520       5913.4418       1078.0423          0.0000          0.0000
          0.0000        844.5182      -5483.3428          0.0000          0.0000
          0.0000          0.0000
             663          0.6630    -214084.1101      16191.8257    -230275.9358
    -246467.7616       5916.3279       1081.6615          0.0000          0.0000
          0.0000        843.7406      -5488.9713          0.0000          0.0000
          0.0000          0.0000
             664          0.6640    -214090.2296      16192.0439    -230282.2734
    -246474.3173       5916.3699       1080.4030          0.0000          0.0000
          0.0000        842.8611      -5491.0625          0.0000          0.0000
          0.0000          0.0000
             665          0.6650    -214080.9564      16207.8164    -230288.7728
    -246496.5893       5922.1871       1076.8101          0.0000          0.0000
          0.0000        842.0737      -5491.0570          0.0000          0.0000
          0.0000          0.0000
             666          0.6660    -214060.9323      16234.8583    -230295.7906
    -246530.6489       5932.1184       1072.7960          0.0000          0.0000
          0.0000        841.5822      -5491.5041          0.0000          0.0000
          0.0000          0.0000
             667          0.6670    -214057.2712      16246.0749    -230303.3461
    -246549.4210       5936.1375       1072.3660          0.0000          0.0000
          0.0000        841.5450      -5496.5888          0.0000          0.0000
          0.0000          0.0000
             668          0.6680    -214077.6281      16233.2704    -230310.8984
    -246544.1688       5931.4343       1077.1479          0.0000          0.0000
          0.0000        841.9505      -5507.2807          0.0000          0.0000
          0.0000          0.0000
             669          0.6690    -214099.0166      16219.8613    -230318.8779
    -246538.7391       5926.5676       1084.0693          0.0000          0.0000
          0.0000        842.5848      -5520.7264          0.0000          0.0000
          0.0000          0.0000
             670          0.6700    -214113.7350      16213.4468    -230327.1818
    -246540.6286       5924.2073       1087.6075          0.0000          0.0000
          0.0000        843.2836      -5531.1721          0.0000          0.0000
          0.0000          0.0000
             671          0.6710    -214124.5235      16209.9823    -230334.5058
    -246544.4880       5922.9804       1084.7248          0.0000          0.0000
          0.0000        843.8838      -5534.0472          0.0000          0.0000
          0.0000          0.0000
             672          0.6720    -214117.5255      16223.8937    -230341.4191
    -246565.3128       5928.0841       1078.5788          0.0000          0.0000
          0.0000        844.7587      -5533.6440          0.0000          0.0000
          0.0000          0.0000
             673          0.6730    -214087.8488      16260.0101    -230347.8589
    -246607.8691       5941.2085       1074.6653          0.0000          0.0000
          0.0000        845.5759      -5534.9632          0.0000          0.0000
          0.0000          0.0000
             674          0.6740    -214059.5240      16293.0221    -230352.5462
    -246645.5683       5953.2906       1077.7511          0.0000          0.0000
          0.0000        846.6905      -5541.8719          0.0000          0.0000
          0.0000          0.0000
             675          0.6750    -214044.4615      16311.0256    -230355.4871
    -246666.5128       5959.9002       1084.3623          0.0000          0.0000
          0.0000        848.2504      -5551.0105          0.0000          0.0000
          0.0000          0.0000
             676          0.6760    -214053.2977      16303.4746    -230356.7723
    -246660.2468       5957.1104       1088.4868          0.0000          0.0000
          0.0000        849.9772      -5556.2523          0.0000          0.0000
          0.0000          0.0000
             677          0.6770    -214076.1977      16280.2512    -230356.4489
    -246636.7001       5948.6442       1087.5384          0.0000          0.0000
          0.0000        851.8813      -5555.0578          0.0000          0.0000
          0.0000          0.0000
             678          0.6780    -214085.4163      16270.1790    -230355.5953
    -246625.7743       5944.9825       1082.4165          0.0000          0.0000
          0.0000        854.0287      -5549.4233          0.0000          0.0000
          0.0000          0.0000
             679          0.6790    -214075.3368      16278.9144    -230354.2512
    -246633.1656       5948.1218       1078.5641          0.0000          0.0000
          0.0000        856.0510      -5544.5575          0.0000          0.0000
          0.0000          0.0000
             680          0.6800    -214062.5090      16290.1167    -230352.6256
    -246642.7423       5952.2541       1080.3319          0.0000          0.0000
          0.0000        858.3690      -5545.3073          0.0000          0.0000
          0.0000          0.0000
             681          0.6810    -214053.0466      16298.0127    -230351.0594
    -246649.0721       5955.1574       1085.1945          0.0000          0.0000
          0.0000        860.8119      -5549.3492          0.0000          0.0000
          0.0000          0.0000
             682          0.6820    -214039.5925      16309.9571    -230349.5497
    -246659.5068       5959.4678       1089.3901          0.0000          0.0000
          0.0000        863.3550      -5552.8615          0.0000          0.0000
          0.0000          0.0000
             683          0.6830    -214019.0043      16328.7544    -230347.7587
    -246676.5132       5966.3917       1091.4134          0.0000          0.0000
          0.0000        865.9182      -5553.9972          0.0000          0.0000
          0.0000          0.0000
             684          0.6840    -214000.0516      16346.9851    -230347.0367
    -246694.0219       5973.0559       1090.9393          0.0000          0.0000
          0.0000        868.1532      -5553.4235          0.0000          0.0000
          0.0000          0.0000
             685          0.6850    -214015.3833      16332.1240    -230347.5073
    -246679.6313       5967.6014       1090.5397          0.0000          0.0000
          0.0000        870.2876      -5553.9838          0.0000          0.0000
          0.0000          0.0000
             686          0.6860    -214032.2303      16316.5771    -230348.8074
    -246665.3845       5961.9437       1092.0397          0.0000          0.0000
          0.0000        872.0121      -5556.9149          0.0000          0.0000
          0.0000          0.0000
             687          0.6870    -214038.3750      16312.6019    -230350.9769
    -246663.5789       5960.4604       1095.1794          0.0000          0.0000
          0.0000        873.3344      -5562.0044          0.0000          0.0000
          0.0000          0.0000
             688          0.6880    -214055.0437      16298.3777    -230353.4214
    -246651.7991       5955.2502       1099.3616          0.0000          0.0000
          0.0000        874.4947      -5568.2232          0.0000          0.0000
          0.0000          0.0000
             689          0.6890    -214042.2841      16313.6097    -230355.8938
    -246669.5036       5960.8474       1102.3553          0.0000          0.0000
          0.0000        875.4104      -5573.0356          0.0000          0.0000
          0.0000          0.0000
             690          0.6900    -214007.1170      16351.2622    -230358.3791
    -246709.6413       5974.6039       1105.0208          0.0000          0.0000
          0.0000        876.2416      -5577.5408          0.0000          0.0000
          0.0000          0.0000
             691          0.6910    -213992.1001      16368.7771    -230360.8771
    -246729.6542       5980.9602       1107.0117          0.0000          0.0000
          0.0000        876.9164      -5581.2222          0.0000          0.0000
          0.0000          0.0000
             692          0.6920    -213985.8369      16377.3571    -230363.1940
    -246740.5511       5984.1150       1108.2422          0.0000          0.0000
          0.0000        877.3295      -5583.7042          0.0000          0.0000
          0.0000          0.0000
             693          0.6930    -213971.8677      16393.4956    -230365.3633
    -246758.8588       5990.0554       1109.6863          0.0000          0.0000
          0.0000        877.6073      -5586.2285          0.0000          0.0000
          0.0000          0.0000
             694          0.6940    -213962.8751      16405.1096    -230367.9847
    -246773.0943       5994.2746       1111.9129          0.0000          0.0000
          0.0000        878.0353      -5590.1749          0.0000          0.0000
          0.0000          0.0000
             695          0.6950    -213964.7127      16405.7058    -230370.4185
    -246776.1243       5994.4925       1113.9793          0.0000          0.0000
          0.0000        878.2698      -5593.5845          0.0000          0.0000
          0.0000          0.0000
             696          0.6960    -213957.0891      16416.5512    -230373.6402
    -246790.1914       5998.4569       1115.6129          0.0000          0.0000
          0.0000        878.4848      -5597.2947          0.0000          0.0000
          0.0000          0.0000
             697          0.6970    -213947.1292      16430.2969    -230377.4261
    -246807.7230       6003.4451       1117.1484          0.0000          0.0000
          0.0000        878.9182      -5601.6974          0.0000          0.0000
          0.0000          0.0000
             698          0.6980    -213960.2999      16421.2858    -230381.5856
    -246802.8714       6000.1762       1118.9231          0.0000          0.0000
          0.0000        879.1427      -5606.6147          0.0000          0.0000
          0.0000          0.0000
             699          0.6990    -213961.4539      16424.2517    -230385.7056
    -246809.9574       6001.3096       1119.4136          0.0000          0.0000
          0.0000        879.0848      -5609.9207          0.0000          0.0000
          0.0000          0.0000
             700          0.7000    -213927.9151      16462.2846    -230390.1997
    -246852.4842       6015.1812       1119.7935          0.0000          0.0000
          0.0000        878.9194      -5613.4704          0.0000          0.0000
          0.0000          0.0000
             701          0.7010    -213908.1881      16486.1219    -230394.3100
    -246880.4319       6023.8693       1120.6901          0.0000          0.0000
          0.0000        878.7589      -5617.2343          0.0000          0.0000
          0.0000          0.0000
             702          0.7020    -213894.1044      16503.9776    -230398.0820
    -246902.0596       6030.3791       1121.4103          0.0000          0.0000
          0.0000        878.6976      -5620.5544          0.0000          0.0000
          0.0000          0.0000
             703          0.7030    -213875.9221      16525.6514    -230401.5735
    -246927.2250       6038.3038       1121.6886          0.0000          0.0000
          0.0000        878.7730      -5623.3928          0.0000          0.0000
          0.0000          0.0000
             704          0.7040    -213879.8063      16524.5237    -230404.3300
    -246928.8537       6037.8847       1122.0958          0.0000          0.0000
          0.0000        878.9181      -5625.7338          0.0000          0.0000
          0.0000          0.0000
             705          0.7050    -213880.8929      16525.2759    -230406.1687
    -246931.4446       6038.1479       1121.9595          0.0000          0.0000
          0.0000        878.9914      -5626.5081          0.0000          0.0000
          0.0000          0.0000
             706          0.7060    -213849.4225      16557.8422    -230407.2646
    -246965.1068       6050.0920       1120.7543          0.0000          0.0000
          0.0000        879.0166      -5625.4129          0.0000          0.0000
          0.0000          0.0000
             707          0.7070    -213813.5337      16593.7468    -230407.2804
    -247001.0272       6063.1899       1118.6657          0.0000          0.0000
          0.0000        879.1458      -5622.6871          0.0000          0.0000
          0.0000          0.0000
             708          0.7080    -213811.3106      16594.8319    -230406.1425
    -247000.9744       6063.6158       1115.8323          0.0000          0.0000
          0.0000        879.4011      -5618.2641          0.0000          0.0000
          0.0000          0.0000
             709          0.7090    -213805.4657      16598.9544    -230404.4201
    -247003.3745       6065.1446       1113.0100          0.0000          0.0000
          0.0000        879.8526      -5613.4559          0.0000          0.0000
          0.0000          0.0000
             710          0.7100    -213803.9611      16598.8216    -230402.7827
    -247001.6043       6065.0319       1110.9321          0.0000          0.0000
          0.0000        880.4556      -5609.6187          0.0000          0.0000
          0.0000          0.0000
             711          0.7110    -213813.7896      16587.1582    -230400.9478
    -246988.1061       6060.7645       1111.1316          0.0000          0.0000
          0.0000        881.3909      -5608.2363          0.0000          0.0000
          0.0000          0.0000
             712          0.7120    -213805.4610      16594.1660    -230399.6270
    -246993.7929       6063.3425       1111.7676          0.0000          0.0000
          0.0000        882.2258      -5607.7597          0.0000          0.0000
          0.0000          0.0000
             713          0.7130    -213794.7080      16604.4767    -230399.1847
    -247003.6613       6067.1277       1111.3748          0.0000          0.0000
          0.0000        882.7282      -5606.8876          0.0000          0.0000
          0.0000          0.0000
             714          0.7140    -213779.8068      16619.7867    -230399.5936
    -247019.3803       6072.7254       1108.4022          0.0000          0.0000
          0.0000        883.4470      -5604.4488          0.0000          0.0000
          0.0000          0.0000
             715          0.7150    -213763.2055      16637.3881    -230400.5936
    -247037.9817       6079.1503       1104.7533          0.0000          0.0000
          0.0000        884.1914      -5602.0293          0.0000          0.0000
          0.0000          0.0000
             716          0.7160    -213772.4003      16629.5806    -230401.9808
    -247031.5614       6076.3275       1102.8212          0.0000          0.0000
          0.0000        884.8221      -5601.5919          0.0000          0.0000
          0.0000          0.0000
             717          0.7170    -213771.3799      16633.3271    -230404.7070
    -247038.0342       6077.6739       1103.5758          0.0000          0.0000
          0.0000        885.4639      -5605.2030          0.0000          0.0000
          0.0000          0.0000
             718          0.7180    -213767.6279      16639.8614    -230407.4893
    -247047.3507       6080.0264       1106.1802          0.0000          0.0000
          0.0000        886.1390      -5610.7727          0.0000          0.0000
          0.0000          0.0000
             719          0.7190    -213772.7002      16637.4185    -230410.1188
    -247047.5373       6079.1911       1108.6515          0.0000          0.0000
          0.0000        887.3410      -5616.4833          0.0000          0.0000
          0.0000          0.0000
             720          0.7200    -213764.4511      16649.0038    -230413.4549
    -247062.4588       6083.3555       1108.6419          0.0000          0.0000
          0.0000        888.8116      -5620.6056          0.0000          0.0000
          0.0000          0.0000
             721          0.7210    -213754.7444      16661.7547    -230416.4991
    -247078.2539       6088.0365       1107.4319          0.0000          0.0000
          0.0000        889.9014      -5622.8103          0.0000          0.0000
          0.0000          0.0000
             722          0.7220    -213753.4923      16665.6926    -230419.1849
    -247084.8774       6089.5365       1106.1990          0.0000          0.0000
          0.0000        891.2542      -5625.0210          0.0000          0.0000
          0.0000          0.0000
             723          0.7230    -213749.5696      16672.7045    -230422.2741
    -247094.9785       6092.0347       1106.0372          0.0000          0.0000
          0.0000        892.6510      -5628.7813          0.0000          0.0000
          0.0000          0.0000
             724          0.7240    -213751.6768      16673.4210    -230425.0979
    -247098.5189       6092.3020       1108.3663          0.0000          0.0000
          0.0000        893.6936      -5634.4210          0.0000          0.0000
          0.0000          0.0000
             725          0.7250    -213759.0743      16668.0784    -230427.1528
    -247095.2312       6090.3702       1112.3898          0.0000          0.0000
          0.0000        895.1013      -5641.4414          0.0000          0.0000
          0.0000          0.0000
             726          0.7260    -213769.7089      16659.3208    -230429.0296
    -247088.3504       6087.1351       1115.5146          0.0000          0.0000
          0.0000        896.1454      -5647.0083          0.0000          0.0000
          0.0000          0.0000
             727          0.7270    -213786.1345      16643.9281    -230430.0626
    -247073.9907       6081.5490       1116.9417          0.0000          0.0000
          0.0000        897.2095      -5650.0418          0.0000          0.0000
          0.0000          0.0000
             728          0.7280    -213786.4824      16644.1887    -230430.6711
    -247074.8599       6081.6511       1115.7078          0.0000          0.0000
          0.0000        898.2315      -5650.0273          0.0000          0.0000
          0.0000          0.0000
             729          0.7290    -213796.0157      16634.9688    -230430.9845
    -247065.9533       6078.2804       1114.1535          0.0000          0.0000
          0.0000        899.2484      -5649.2980          0.0000          0.0000
          0.0000          0.0000
             730          0.7300    -213806.1200      16624.8575    -230430.9775
    -247055.8351       6074.5999       1113.7944          0.0000          0.0000
          0.0000        900.4690      -5649.6242          0.0000          0.0000
          0.0000          0.0000
             731          0.7310    -213815.6745      16616.2409    -230431.9154
    -247048.1562       6071.3924       1116.2977          0.0000          0.0000
          0.0000        901.4133      -5653.5458          0.0000          0.0000
          0.0000          0.0000
             732          0.7320    -213827.2208      16605.9599    -230433.1807
    -247039.1406       6067.6478       1120.6813          0.0000          0.0000
          0.0000        902.4459      -5659.7205          0.0000          0.0000
          0.0000          0.0000
             733          0.7330    -213841.9235      16593.2357    -230435.1591
    -247028.3948       6062.9982       1123.6823          0.0000          0.0000
          0.0000        902.9583      -5664.6341          0.0000          0.0000
          0.0000          0.0000
             734          0.7340    -213871.4842      16566.0612    -230437.5455
    -247003.6067       6053.0412       1124.3664          0.0000          0.0000
          0.0000        903.6287      -5667.7777          0.0000          0.0000
          0.0000          0.0000
             735          0.7350    -213871.9334      16567.7227    -230439.6560
    -247007.3787       6053.7164       1123.1175          0.0000          0.0000
